UID,APPROPRIATENESS,CONTENT_RICHNESS,GRAMMATICAL_CORRECTNESS,RELEVANCE
TEST-000099-0017,1.5,1.0,0.1666666666666666,1.0
TEST-000099-0018,4.5,3.0,0.6666666666666666,4.0
TEST-000099-0019,1.5,3.0,0.0,1.0
TEST-000099-0020,4.5,3.0,0.6666666666666666,3.0
TEST-000099-0021,4.5,3.0,0.6666666666666666,4.0
TEST-000099-0022,4.5,3.0,0.6666666666666666,3.0
TEST-000099-0023,4.5,2.0,1.0,3.0
TEST-000099-0024,4.5,3.0,0.0,4.0
TEST-000099-0025,2.0,1.0,0.0,1.0
TEST-000099-0026,2.0,3.0,0.0,1.0
TEST-000099-0027,4.5,1.0,1.0,3.0
TEST-000099-0028,3.5,3.5,0.0,4.0
TEST-000099-0029,4.0,1.0,0.0,1.0
TEST-000099-0030,2.5,1.0,0.6666666666666666,1.0
TEST-000099-0031,3.5,3.0,0.6666666666666666,2.0
TEST-000099-0032,3.5,3.0,0.0,1.0
TEST-000099-0033,4.5,3.0,1.0,4.0
TEST-000099-0034,4.5,3.5,0.6666666666666666,4.0
TEST-000099-0035,3.5,1.0,1.0,4.0
TEST-000099-0036,4.5,3.0,0.6666666666666666,4.0
TEST-000100-0001,4.25,4.5,4.5,5.0
TEST-000100-0002,4.25,4.5,4.5,4.5
TEST-000100-0003,3.5,3.0,1.0,4.0
TEST-000100-0004,3.0,4.0,0.5,3.0
TEST-000100-0005,4.5,4.25,4.75,4.75
TEST-000100-0006,2.0,1.0,5.0,1.0
TEST-000100-0007,4.5,3.5,4.75,4.75
TEST-000100-0008,3.0,1.0,5.0,2.0
TEST-000100-0009,4.5,4.25,4.75,4.75
TEST-000100-0010,4.5,3.5,4.75,1.0
TEST-000100-0011,4.5,4.5,4.75,5.0
TEST-000100-0012,2.0,2.0,5.0,1.0
TEST-000100-0013,4.5,4.25,4.75,4.75
TEST-000100-0014,3.0,3.0,4.5,1.0
TEST-000100-0015,4.5,3.5,4.25,3.5
TEST-000100-0016,2.0,2.0,2.0,1.0
TEST-000100-0017,4.5,3.5,5.0,4.75
TEST-000100-0018,2.0,1.0,1.0,1.0
TEST-000100-0019,4.5,4.5,4.75,4.75
TEST-000100-0020,4.5,3.5,5.0,3.0
TEST-000100-0021,5.0,4.5,5.0,5.0
TEST-000100-0022,2.0,2.0,4.0,1.0
TEST-000100-0023,4.5,3.0,5.0,5.0
TEST-000100-0024,1.0,1.0,5.0,1.0
TEST-000100-0025,3.5,3.5,4.75,4.75
TEST-000100-0026,4.5,3.0,4.75,2.0
TEST-000100-0027,4.5,3.5,4.75,4.75
TEST-000100-0028,2.0,2.0,5.0,1.0
TEST-000100-0029,3.5,3.5,4.75,3.5
TEST-000100-0030,4.5,2.0,5.0,2.0
TEST-000100-0031,4.5,3.5,4.75,4.75
TEST-000101-0001,4.0,4.0,4.5,5.0
TEST-000102-0001,4.25,3.5,4.5,4.0
TEST-000102-0002,4.25,4.0,4.0,3.0
TEST-000102-0003,4.25,4.0,5.0,4.75
TEST-000102-0004,2.0,2.0,4.5,1.0
TEST-000102-0005,4.8,4.0,4.5,4.5
TEST-000102-0006,4.25,2.0,5.0,2.0
TEST-000102-0007,4.25,2.0,4.5,3.0
TEST-000102-0008,1.0,1.0,2.5,1.0
TEST-000102-0009,4.25,4.75,4.5,4.5
TEST-000102-0010,3.5,4.75,4.5,3.5
TEST-000102-0011,4.25,4.5,4.5,4.5
TEST-000102-0012,2.5,1.0,3.5,2.0
TEST-000102-0013,4.25,3.75,4.5,3.5
TEST-000102-0014,2.0,3.5,2.5,2.0
TEST-000102-0015,3.5,3.75,4.5,4.5
TEST-000102-0016,2.5,1.0,3.5,0.0
TEST-000102-0017,4.5,4.0,4.5,3.5
TEST-000102-0018,2.5,1.0,1.0,1.0
TEST-000102-0019,4.5,3.5,1.0,4.5
TEST-000102-0020,3.5,3.5,0.0,4.0
TEST-000102-0021,4.5,4.0,1.0,4.5
TEST-000102-0022,2.5,1.0,0.0,0.0
TEST-000102-0023,4.5,3.5,1.0,4.5
TEST-000103-0001,4.25,3.6666666666666665,3.5,3.5
TEST-000103-0002,3.5,3.1666666666666665,0.8333333333333334,3.0
TEST-000103-0003,4.0,3.1666666666666665,1.0,3.0
TEST-000104-0001,1.0,4.0,0.5,4.0
TEST-000105-0001,3.5,3.0,2.5,1.0
TEST-000105-0002,1.5,3.0,4.5,3.0
TEST-000105-0003,4.5,1.0,3.5,1.0
TEST-000105-0004,3.5,1.0,4.5,2.0
TEST-000105-0005,0.5,4.5,1.0,1.0
TEST-000105-0006,3.5,1.0,3.5,1.0
TEST-000105-0007,3.0,1.0,4.5,2.0
TEST-000105-0008,3.5,3.5,4.0,2.0
TEST-000105-0009,2.0,3.5,3.0,1.0
TEST-000105-0010,4.5,3.5,3.5,2.0
TEST-000105-0011,2.0,1.0,3.5,2.0
TEST-000105-0012,4.5,4.5,4.75,4.5
TEST-000105-0013,1.0,4.5,1.0,1.0
TEST-000105-0014,3.0,4.5,4.5,2.0
TEST-000105-0015,3.5,1.0,3.5,4.5
TEST-000105-0016,4.5,3.5,4.75,4.5
TEST-000105-0017,1.0,1.0,3.0,1.0
TEST-000105-0018,1.0,1.0,1.0,1.0
TEST-000105-0019,1.0,1.0,3.5,1.0
TEST-000105-0020,1.5,3.5,3.5,2.0
TEST-000105-0021,1.0,1.0,3.0,1.0
TEST-000105-0022,2.0,3.5,3.5,1.0
TEST-000105-0023,1.0,1.0,1.0,1.0
TEST-000105-0024,1.0,4.5,1.0,1.0
TEST-000105-0025,1.0,1.0,5.0,1.0
TEST-000105-0026,1.5,1.0,1.0,1.0
TEST-000105-0027,1.0,1.0,3.0,1.0
TEST-000105-0028,3.0,3.5,3.5,2.0
TEST-000105-0029,1.0,1.0,5.0,1.0
TEST-000105-0030,1.0,4.5,1.0,1.0
TEST-000105-0031,1.0,1.0,5.0,1.0
TEST-000105-0032,1.0,4.5,4.5,1.0
TEST-000105-0033,3.0,1.0,5.0,1.0
TEST-000105-0034,1.0,1.0,1.0,1.0
TEST-000105-0035,1.0,1.0,1.0,1.0
TEST-000105-0036,1.0,1.0,1.0,1.0
TEST-000105-0037,1.0,4.0,4.5,1.0
TEST-000105-0038,1.5,1.0,3.0,1.0
TEST-000105-0039,1.0,1.0,3.0,1.0
TEST-000105-0040,1.5,1.0,3.0,2.0
TEST-000106-0001,2.5,1.0,0.5,0.5
TEST-000106-0002,3.5,3.0,0.5,3.5
TEST-000106-0003,1.5,1.0,0.0,0.5
TEST-000107-0001,4.0,3.0,4.5,4.0
TEST-000107-0002,1.0,1.5,3.5,1.0
TEST-000107-0003,4.0,2.0,4.5,2.0
TEST-000107-0004,2.5,2.5,3.5,1.5
TEST-000107-0005,4.5,4.0,4.5,4.5
TEST-000107-0006,2.0,4.5,2.5,1.0
TEST-000107-0007,4.5,4.5,4.5,4.5
TEST-000107-0008,2.5,4.5,4.5,3.5
TEST-000107-0009,4.5,4.5,4.5,4.5
TEST-000107-0010,3.5,4.5,4.5,3.5
TEST-000107-0011,4.5,3.0,0.8333333333333334,4.5
TEST-000107-0012,2.5,3.0,0.0,0.2
TEST-000107-0013,4.5,3.0,0.6666666666666666,4.5
TEST-000107-0014,1.0,1.0,0.0,0.0
TEST-000107-0015,2.0,1.0,0.0,0.2
TEST-000107-0016,1.0,1.0,2.0,1.0
TEST-000107-0017,2.0,1.0,2.0,1.0
TEST-000107-0018,1.0,1.0,2.0,1.0
TEST-000107-0019,4.5,3.0,1.0,4.0
TEST-000107-0020,2.5,1.0,0.0,4.0
TEST-000107-0021,4.5,4.0,0.6666666666666666,4.5
TEST-000107-0022,2.0,1.0,0.0,0.2
TEST-000107-0023,4.5,4.0,1.0,4.5
TEST-000107-0024,2.5,3.0,0.0,0.5
TEST-000107-0025,4.5,4.0,0.6666666666666666,4.5
TEST-000107-0026,2.5,1.0,0.0,4.0
TEST-000107-0027,4.5,4.0,1.0,4.0
TEST-000107-0028,4.5,4.0,1.0,4.0
TEST-000107-0029,4.75,4.5,1.0,4.5
TEST-000107-0030,2.5,1.0,0.0,2.0
TEST-000107-0031,4.5,4.5,1.0,4.0
TEST-000107-0032,2.0,1.0,0.0,0.5
TEST-000107-0033,4.5,4.0,0.6666666666666666,4.5
TEST-000107-0034,4.5,1.0,1.0,0.5
TEST-000107-0035,4.75,3.0,1.0,4.5
TEST-000108-0001,4.5,3.0,5.0,5.0
TEST-000108-0002,1.0,1.0,3.5,1.0
TEST-000108-0003,4.5,2.0,4.5,4.0
TEST-000108-0004,1.0,1.0,0.5,1.0
TEST-000108-0005,1.0,4.0,0.5,4.0
TEST-000108-0006,2.5,3.5,0.5,4.0
TEST-000108-0007,4.5,2.0,5.0,3.0
TEST-000108-0008,3.5,3.5,0.0,4.0
TEST-000108-0009,3.5,1.0,1.0,3.0
TEST-000108-0010,3.5,3.5,0.5,2.0
TEST-000108-0011,1.0,4.0,0.0,4.0
TEST-000108-0012,2.5,3.5,1.0,4.5
TEST-000108-0013,4.5,3.0,1.0,4.0
TEST-000108-0014,3.5,3.5,1.0,4.0
TEST-000108-0015,2.5,1.0,1.0,2.0
TEST-000108-0016,4.5,3.0,1.0,4.0
TEST-000108-0017,2.5,1.0,1.0,1.0
TEST-000108-0018,3.0,1.0,0.0,1.0
TEST-000108-0019,2.0,1.0,1.0,1.0
TEST-000108-0020,1.0,3.5,0.0,1.0
TEST-000108-0021,2.0,4.0,0.0,2.0
TEST-000108-0022,3.0,4.0,1.0,4.0
TEST-000108-0023,1.0,1.0,0.0,1.0
TEST-000108-0024,3.5,1.0,1.0,2.0
TEST-000108-0025,1.5,1.0,0.0,1.0
TEST-000108-0026,3.5,1.0,1.0,4.0
TEST-000108-0027,2.0,1.0,0.0,2.0
TEST-000109-0001,1.0,3.0,3.0,1.0
TEST-000109-0002,3.5,3.0,3.0,3.0
TEST-000109-0003,3.5,4.5,4.5,5.0
TEST-000109-0004,1.5,1.0,3.5,3.0
TEST-000109-0005,4.8,4.333333333333333,4.75,4.5
TEST-000109-0006,3.5,3.0,4.5,3.0
TEST-000109-0007,5.0,3.0,5.0,5.0
TEST-000109-0008,2.0,3.0,4.0,1.0
TEST-000109-0009,4.5,3.0,5.0,3.0
TEST-000109-0010,1.0,1.0,3.0,0.0
TEST-000109-0011,4.25,4.333333333333333,4.5,1.0
TEST-000109-0012,1.0,1.0,2.0,1.0
TEST-000109-0013,3.0,3.6666666666666665,4.75,5.0
TEST-000109-0014,2.0,3.0,3.5,1.0
TEST-000109-0015,4.5,4.666666666666667,4.75,4.5
TEST-000109-0016,3.0,1.0,4.5,1.0
TEST-000109-0017,4.5,4.333333333333333,4.5,4.5
TEST-000109-0018,3.0,1.0,3.5,1.0
TEST-000109-0019,4.5,3.0,4.5,3.5
TEST-000109-0020,2.0,1.0,3.0,0.0
TEST-000109-0021,4.5,3.5,4.75,4.5
TEST-000109-0022,3.0,3.0,5.0,1.0
TEST-000109-0023,5.0,3.0,5.0,5.0
TEST-000109-0024,2.0,1.0,3.0,1.0
TEST-000109-0025,4.5,3.0,4.75,4.5
TEST-000109-0026,2.0,1.0,2.0,1.0
TEST-000109-0027,5.0,3.0,4.75,4.5
TEST-000109-0028,2.0,1.0,0.0,0.0
TEST-000109-0029,3.5,3.0,4.25,3.0
TEST-000109-0030,2.0,1.0,2.0,0.0
TEST-000109-0031,4.5,3.0,5.0,4.5
TEST-000110-0001,4.25,4.0,1.0,4.5
TEST-000110-0002,3.5,0.5,0.5,5.0
TEST-000110-0003,4.25,4.0,0.8571428571428571,4.5
TEST-000110-0004,1.0,1.0,0.0,0.0
TEST-000110-0005,4.8,4.0,1.0,4.0
TEST-000110-0006,1.0,1.0,0.0,0.0
TEST-000110-0007,4.25,1.0,0.0,0.0
TEST-000110-0008,3.0,1.0,0.0,0.0
TEST-000110-0009,4.5,1.0,0.0,3.0
TEST-000110-0010,2.5,1.0,0.0,0.0
TEST-000110-0011,4.8,4.5,1.0,4.666666666666667
TEST-000110-0012,1.0,1.0,0.0,0.0
TEST-000110-0013,3.5,1.0,0.0,0.0
TEST-000110-0014,2.5,1.0,0.0,0.0
TEST-000110-0015,4.5,4.0,1.0,4.5
TEST-000110-0016,3.0,1.0,0.0,0.0
TEST-000110-0017,4.5,3.0,0.6666666666666666,4.0
TEST-000110-0018,2.5,1.0,0.0,5.0
TEST-000110-0019,4.75,3.0,0.6666666666666666,4.0
TEST-000110-0020,3.5,1.0,0.0,3.0
TEST-000110-0021,4.5,4.0,1.0,5.0
TEST-000110-0022,1.0,1.0,0.0,0.0
TEST-000110-0023,4.5,3.0,1.0,4.0
TEST-000110-0024,2.5,4.0,0.0,0.0
TEST-000110-0025,4.5,3.0,0.6666666666666666,4.0
TEST-000110-0026,1.0,1.0,0.0,0.0
TEST-000110-0027,4.5,3.0,0.0,2.0
TEST-000110-0028,2.5,1.0,0.0,0.0
TEST-000110-0029,4.5,3.0,1.0,4.0
TEST-000111-0001,1.0,2.0,5.0,5.0
TEST-000112-0001,2.5,4.5,0.8,4.5
TEST-000112-0002,1.0,1.0,0.2,0.0
TEST-000112-0003,3.5,2.0,4.5,1.0
TEST-000113-0001,4.5,2.0,4.5,4.5
TEST-000113-0002,3.5,4.5,4.5,4.5
TEST-000113-0003,1.5,1.0,2.0,4.0
TEST-000113-0004,3.5,3.5,4.5,4.5
TEST-000113-0005,1.5,1.0,2.5,1.0
TEST-000113-0006,3.5,3.5,4.0,3.0
TEST-000113-0007,1.0,3.0,2.0,1.0
TEST-000113-0008,3.5,3.5,4.0,4.5
TEST-000113-0009,1.5,1.0,2.5,1.0
TEST-000113-0010,3.0,1.0,4.0,4.5
TEST-000113-0011,3.0,3.0,4.0,4.5
TEST-000113-0012,1.5,1.0,2.0,1.0
TEST-000113-0013,3.5,2.5,2.5,3.0
TEST-000113-0014,3.5,1.0,0.0,3.0
TEST-000113-0015,3.5,1.0,1.0,4.0
TEST-000113-0016,3.5,2.5,2.5,4.0
TEST-000113-0017,3.5,2.5,3.5,2.0
TEST-000113-0018,2.0,2.0,4.0,1.0
TEST-000113-0019,2.5,2.5,2.5,3.5
TEST-000113-0020,3.0,2.5,3.5,2.0
TEST-000113-0021,1.0,2.0,2.5,1.0
TEST-000113-0022,2.5,4.5,0.6666666666666666,2.0
TEST-000113-0023,2.5,1.0,1.0,4.0
TEST-000113-0024,3.5,3.5,0.0,4.0
TEST-000113-0025,2.0,1.0,0.0,4.0
TEST-000113-0026,2.5,3.0,0.0,2.0
TEST-000113-0027,2.5,1.0,0.0,4.0
TEST-000113-0028,2.5,3.5,0.6666666666666666,3.0
TEST-000113-0029,1.0,1.0,0.0,2.0
TEST-000113-0030,2.5,3.0,1.0,4.0
TEST-000113-0031,2.0,1.0,0.0,1.0
TEST-000113-0032,3.5,4.5,1.0,4.5
TEST-000113-0033,2.5,3.0,1.0,4.0
TEST-000113-0034,2.5,1.0,0.0,1.0
TEST-000113-0035,1.0,1.0,0.0,1.0
TEST-000113-0036,2.5,3.0,1.0,2.0
TEST-000113-0037,2.5,4.5,0.0,1.0
TEST-000113-0038,2.5,1.0,0.0,1.0
TEST-000113-0039,1.5,1.0,0.0,1.0
TEST-000113-0040,2.5,3.5,0.0,2.0
TEST-000114-0001,1.0,2.0,2.5,1.0
TEST-000115-0001,4.75,4.0,4.75,4.5
TEST-000116-0001,3.5,3.0,3.0,5.0
TEST-000117-0001,4.25,4.0,4.0,3.0
TEST-000117-0002,4.0,2.0,4.5,3.5
TEST-000117-0003,4.25,3.0,4.5,4.25
TEST-000117-0004,2.0,2.0,4.0,2.0
TEST-000117-0005,4.25,4.0,4.5,4.25
TEST-000117-0006,2.0,2.5,4.5,1.0
TEST-000117-0007,3.5,3.0,4.5,3.5
TEST-000117-0008,2.5,2.0,4.0,2.0
TEST-000117-0009,4.5,4.0,4.5,4.25
TEST-000117-0010,3.5,2.5,4.5,2.0
TEST-000117-0011,4.5,4.0,4.5,4.5
TEST-000117-0012,3.0,1.0,0.0,0.0
TEST-000117-0013,3.5,3.5,0.5,3.0
TEST-000117-0014,3.5,3.5,1.0,4.5
TEST-000117-0015,4.5,4.5,1.0,4.5
TEST-000117-0016,2.5,1.0,0.0,4.0
TEST-000117-0017,4.25,3.5,4.0,4.5
TEST-000117-0018,2.5,1.0,0.0,4.5
TEST-000117-0019,4.5,4.0,1.0,4.0
TEST-000117-0020,1.0,1.0,0.0,1.0
TEST-000117-0021,4.5,3.0,1.0,4.0
TEST-000117-0022,2.5,1.0,0.0,4.0
TEST-000117-0023,4.5,4.0,1.0,4.5
TEST-000117-0024,1.0,0.0,0.0,0.0
TEST-000117-0025,5.0,3.5,4.0,0.0
TEST-000117-0026,3.5,1.0,1.0,4.0
TEST-000117-0027,4.5,3.5,0.6666666666666666,4.0
TEST-000117-0028,2.5,1.0,0.0,0.0
TEST-000117-0029,2.5,3.0,0.6666666666666666,3.0
TEST-000117-0030,3.0,1.0,0.0,0.0
TEST-000117-0031,4.5,3.0,0.6666666666666666,4.0
TEST-000118-0001,4.5,3.0,1.0,1.0
TEST-000118-0002,4.25,3.0,0.5,2.0
TEST-000118-0003,4.5,2.0,0.5,2.0
TEST-000119-0001,3.5,3.5,4.0,3.0
TEST-000120-0001,4.0,2.5,4.5,3.5
TEST-000120-0002,2.0,3.0,4.5,1.0
TEST-000120-0003,4.75,4.5,4.5,4.5
TEST-000120-0004,3.75,4.0,4.5,4.5
TEST-000120-0005,4.75,4.0,4.5,4.5
TEST-000120-0006,3.5,3.0,4.5,4.0
TEST-000120-0007,4.75,4.0,4.5,4.5
TEST-000120-0008,3.0,1.0,3.5,1.0
TEST-000120-0009,4.5,4.0,4.5,5.0
TEST-000120-0010,2.0,1.0,4.5,1.0
TEST-000120-0011,4.5,4.0,4.5,4.5
TEST-000120-0012,2.5,3.0,3.5,4.0
TEST-000120-0013,4.75,4.0,4.5,4.5
TEST-000120-0014,2.0,1.0,4.0,1.0
TEST-000120-0015,3.5,1.0,4.5,5.0
TEST-000120-0016,2.0,1.0,4.5,1.0
TEST-000120-0017,4.5,3.0,4.5,4.5
TEST-000120-0018,2.0,1.0,2.5,1.0
TEST-000120-0019,4.5,4.0,4.5,4.0
TEST-000120-0020,3.5,4.0,4.5,4.0
TEST-000120-0021,4.5,4.0,4.5,4.5
TEST-000120-0022,2.5,1.0,3.5,1.0
TEST-000120-0023,4.75,4.0,4.5,4.5
TEST-000120-0024,2.0,3.0,2.5,4.0
TEST-000120-0025,4.5,4.0,4.5,4.0
TEST-000120-0026,2.5,1.0,4.5,1.0
TEST-000120-0027,4.75,4.0,4.5,4.5
TEST-000120-0028,2.0,1.0,3.5,1.0
TEST-000120-0029,4.75,4.666666666666667,4.5,4.5
TEST-000120-0030,4.0,3.0,4.5,4.0
TEST-000120-0031,4.75,4.0,4.5,5.0
TEST-000120-0032,3.0,1.0,1.0,1.0
TEST-000120-0033,2.5,1.0,4.5,4.0
TEST-000120-0034,1.0,1.0,2.0,1.0
TEST-000120-0035,4.0,5.0,4.5,5.0
TEST-000121-0001,4.5,4.0,4.5,4.5
TEST-000121-0002,2.75,4.5,2.0,2.0
TEST-000121-0003,1.0,1.0,2.0,1.0
TEST-000121-0004,4.5,2.5,4.5,3.5
TEST-000121-0005,2.25,4.0,3.0,4.0
TEST-000121-0006,3.25,3.75,4.0,3.5
TEST-000121-0007,2.5,3.75,3.5,1.0
TEST-000121-0008,3.25,3.75,3.5,1.5
TEST-000121-0009,2.5,3.75,3.5,1.0
TEST-000121-0010,3.5,3.75,3.5,4.5
TEST-000121-0011,2.5,4.5,4.0,3.0
TEST-000121-0012,3.5,4.75,4.0,4.5
TEST-000121-0013,2.5,3.75,3.5,3.5
TEST-000121-0014,3.5,4.5,4.5,4.5
TEST-000121-0015,2.0,4.5,3.0,1.0
TEST-000121-0016,3.25,3.5,3.5,3.5
TEST-000121-0017,2.5,3.75,3.5,1.5
TEST-000121-0018,4.25,4.5,4.0,5.0
TEST-000121-0019,2.5,4.5,4.0,1.0
TEST-000121-0020,3.5,4.5,4.0,4.5
TEST-000121-0021,3.0,3.0,5.0,4.0
TEST-000121-0022,3.0,3.5,4.25,2.5
TEST-000121-0023,1.0,1.0,1.0,1.0
TEST-000121-0024,2.0,2.0,2.0,1.0
TEST-000121-0025,3.5,3.5,4.5,3.0
TEST-000121-0026,3.5,3.5,3.0,2.0
TEST-000121-0027,2.0,2.5,3.5,1.0
TEST-000121-0028,2.5,3.5,3.5,1.0
TEST-000122-0001,2.5,1.0,2.0,1.0
TEST-000123-0001,3.5,3.0,3.5,4.0
TEST-000123-0002,2.0,2.0,4.5,1.0
TEST-000123-0003,2.0,4.0,1.0,0.0
TEST-000124-0001,3.5,4.5,4.5,3.5
TEST-000124-0002,3.5,4.5,4.5,3.5
TEST-000124-0003,4.75,4.5,4.5,5.0
TEST-000124-0004,4.5,4.5,4.5,4.5
TEST-000124-0005,4.5,4.75,4.5,4.0
TEST-000124-0006,1.0,2.5,2.0,1.0
TEST-000124-0007,4.5,4.5,4.5,4.0
TEST-000124-0008,4.5,4.5,4.5,2.0
TEST-000124-0009,4.5,4.5,4.5,4.0
TEST-000124-0010,1.0,1.0,0.0,1.0
TEST-000124-0011,4.5,4.0,4.5,3.0
TEST-000124-0012,1.0,1.0,1.0,1.0
TEST-000124-0013,3.0,1.0,0.0,1.0
TEST-000125-0001,4.0,4.0,1.0,4.5
TEST-000125-0002,2.5,4.25,4.75,2.0
TEST-000125-0003,3.5,3.75,3.75,4.5
TEST-000125-0004,2.5,2.0,2.5,1.0
TEST-000125-0005,4.25,3.75,4.5,3.5
TEST-000125-0006,2.5,3.0,3.75,1.0
TEST-000125-0007,4.25,3.75,4.5,4.5
TEST-000125-0008,2.0,2.5,4.5,1.0
TEST-000125-0009,4.25,3.5,4.5,4.5
TEST-000125-0010,2.0,2.0,3.5,1.0
TEST-000125-0011,4.0,3.5,4.5,4.5
TEST-000125-0012,3.5,3.5,3.0,3.0
TEST-000125-0013,4.25,3.0,4.5,4.5
TEST-000125-0014,2.0,3.0,4.5,1.0
TEST-000125-0015,3.5,4.5,1.0,4.5
TEST-000125-0016,1.0,1.0,0.0,0.0
TEST-000125-0017,1.5,4.5,1.0,2.0
TEST-000125-0018,2.5,4.5,0.0,3.0
TEST-000125-0019,3.5,3.5,0.6666666666666666,4.0
TEST-000125-0020,2.5,3.5,1.0,3.0
TEST-000125-0021,3.5,4.0,4.0,4.0
TEST-000125-0022,2.5,4.0,0.5,4.0
TEST-000125-0023,4.25,4.0,1.0,4.0
TEST-000125-0024,2.5,4.5,0.0,4.5
TEST-000125-0025,3.5,4.5,1.0,4.5
TEST-000125-0026,2.5,1.0,0.0,2.0
TEST-000125-0027,3.5,4.5,0.6666666666666666,4.5
TEST-000125-0028,2.5,1.0,0.0,4.0
TEST-000125-0029,3.5,4.5,1.0,4.5
TEST-000126-0001,4.5,4.0,5.0,5.0
TEST-000127-0001,4.8,4.0,4.5,5.0
TEST-000127-0002,2.0,4.75,3.75,2.0
TEST-000127-0003,1.0,4.333333333333333,4.0,4.0
TEST-000127-0004,3.0,2.0,2.0,1.0
TEST-000127-0005,2.0,1.0,0.5,0.1666666666666666
TEST-000127-0006,2.0,1.0,0.0,2.0
TEST-000127-0007,2.5,2.0,1.0,3.0
TEST-000127-0008,2.5,2.0,3.0,1.0
TEST-000127-0009,3.5,2.5,4.5,1.0
TEST-000127-0010,2.5,4.5,3.0,1.0
TEST-000127-0011,3.5,1.0,0.5,2.5
TEST-000127-0012,1.0,4.5,3.5,1.0
TEST-000127-0013,3.5,2.0,1.0,2.0
TEST-000127-0014,2.5,2.0,0.5,0.0
TEST-000127-0015,3.5,2.333333333333333,3.5,3.0
TEST-000127-0016,3.5,3.0,3.5,4.0
TEST-000127-0017,4.5,3.0,4.5,4.0
TEST-000127-0018,2.5,3.0,3.5,5.0
TEST-000127-0019,4.5,3.0,4.75,4.0
TEST-000127-0020,1.0,1.0,2.5,1.0
TEST-000127-0021,2.0,1.0,0.0,0.0
TEST-000127-0022,4.5,4.0,0.0,4.0
TEST-000127-0023,4.0,4.0,1.0,4.0
TEST-000127-0024,2.5,4.0,3.5,4.0
TEST-000127-0025,3.5,3.0,3.0,4.0
TEST-000127-0026,2.5,3.0,2.0,1.0
TEST-000127-0027,2.5,1.0,0.6666666666666666,0.0
TEST-000127-0028,3.5,1.0,0.6666666666666666,2.0
TEST-000127-0029,2.5,1.0,0.0,0.0
TEST-000127-0030,2.5,1.0,0.0,0.3333333333333333
TEST-000127-0031,2.5,1.0,0.0,2.0
TEST-000127-0032,3.5,1.0,0.6666666666666666,2.0
TEST-000127-0033,3.5,1.0,1.0,3.0
TEST-000127-0034,3.5,1.0,0.0,0.0
TEST-000127-0035,3.5,1.0,0.0,2.0
TEST-000127-0036,3.5,1.0,0.0,0.0
TEST-000128-0001,3.0,4.0,4.0,4.0
TEST-000128-0002,4.25,4.5,4.5,4.5
TEST-000128-0003,3.25,4.5,4.0,4.0
TEST-000128-0004,3.5,4.5,4.5,4.5
TEST-000128-0005,0.25,4.75,2.0,1.0
TEST-000128-0006,3.25,4.5,3.5,1.0
TEST-000128-0007,4.25,4.75,4.0,5.0
TEST-000128-0008,4.25,4.75,3.5,4.5
TEST-000128-0009,2.25,4.75,4.0,1.0
TEST-000128-0010,4.25,4.75,4.5,4.5
TEST-000128-0011,0.5,0.75,1.0,1.0
TEST-000128-0012,2.25,4.75,3.5,4.5
TEST-000128-0013,0.5,4.75,1.0,1.0
TEST-000128-0014,2.5,4.75,3.0,4.5
TEST-000128-0015,2.5,4.75,3.0,5.0
TEST-000128-0016,3.25,4.75,3.0,4.5
TEST-000129-0001,3.5,3.0,4.0,1.0
TEST-000130-0001,4.5,4.25,4.5,5.0
TEST-000130-0002,4.5,2.0,5.0,5.0
TEST-000130-0003,4.25,3.0,4.0,4.0
TEST-000130-0004,0.25,1.0,1.0,0.0
TEST-000130-0005,4.5,4.25,4.5,3.5
TEST-000130-0006,1.25,3.0,2.0,3.0
TEST-000130-0007,4.5,3.0,4.5,4.0
TEST-000130-0008,2.5,4.0,3.5,2.0
TEST-000130-0009,4.25,4.25,4.5,4.75
TEST-000130-0010,3.5,3.5,4.5,3.5
TEST-000130-0011,4.25,4.25,4.5,4.75
TEST-000130-0012,3.0,1.0,2.0,1.0
TEST-000130-0013,4.25,4.0,4.5,4.75
TEST-000130-0014,1.5,2.0,3.75,1.0
TEST-000130-0015,4.25,4.0,4.5,5.0
TEST-000130-0016,2.5,2.5,4.5,2.0
TEST-000130-0017,4.25,4.25,4.5,4.75
TEST-000130-0018,2.5,2.0,3.5,1.0
TEST-000130-0019,4.5,4.25,4.5,4.5
TEST-000130-0020,1.5,2.5,3.5,1.0
TEST-000130-0021,4.5,4.25,4.0,3.5
TEST-000130-0022,2.5,2.5,3.5,2.0
TEST-000130-0023,4.5,4.25,4.5,4.5
TEST-000130-0024,4.0,1.0,1.0,5.0
TEST-000130-0025,4.5,1.0,1.0,5.0
TEST-000130-0026,2.5,4.0,1.0,2.0
TEST-000130-0027,4.5,4.0,1.0,5.0
TEST-000131-0001,4.0,3.0,4.5,5.0
TEST-000132-0001,1.0,4.5,4.0,1.0
TEST-000133-0001,2.0,1.0,2.5,1.0
TEST-000134-0001,2.0,2.0,2.0,1.0
TEST-000135-0001,2.0,0.0,1.0,3.0
TEST-000136-0001,4.0,4.25,4.5,4.0
TEST-000136-0002,4.5,3.0,4.75,5.0
TEST-000136-0003,4.5,4.5,4.75,4.75
TEST-000136-0004,2.0,2.0,4.0,2.0
TEST-000136-0005,3.5,4.5,4.75,3.5
TEST-000136-0006,2.0,3.0,3.5,1.0
TEST-000136-0007,4.5,3.5,4.75,3.5
