UID,APPROPRIATENESS,CONTENT_RICHNESS,GRAMMATICAL_CORRECTNESS,RELEVANCE
TEST-000074-0001,2.154296875,2.55859375,2.234375,1.701171875
TEST-000074-0002,2.93359375,2.55078125,3.68359375,2.71484375
TEST-000074-0003,2.142578125,2.6328125,2.134765625,1.6513671875
TEST-000074-0004,2.55078125,2.4375,3.376953125,2.390625
TEST-000074-0005,2.14453125,2.5625,1.9697265625,1.62109375
TEST-000074-0006,2.498046875,2.46484375,1.9013671875,2.373046875
TEST-000074-0007,2.71484375,2.5859375,1.9013671875,2.314453125
TEST-000074-0008,3.275390625,2.591796875,3.134765625,2.71484375
TEST-000074-0009,2.6640625,2.591796875,1.802734375,2.255859375
TEST-000074-0010,2.8046875,2.49609375,2.87890625,2.328125
TEST-000074-0011,3.123046875,2.783203125,2.751953125,2.61328125
TEST-000074-0012,2.658203125,2.5234375,1.73828125,2.220703125
TEST-000074-0013,2.505859375,2.80078125,1.697265625,2.146484375
TEST-000074-0014,3.033203125,2.609375,2.724609375,2.408203125
TEST-000074-0015,3.224609375,2.822265625,2.767578125,2.671875
TEST-000074-0016,2.990234375,2.6015625,2.5859375,2.5078125
TEST-000074-0017,2.529296875,2.7421875,1.658203125,2.1484375
TEST-000074-0018,2.892578125,2.763671875,1.6669921875,2.484375
TEST-000074-0019,2.712890625,2.734375,1.853515625,2.2734375
TEST-000074-0020,2.931640625,2.580078125,2.826171875,2.404296875
TEST-000074-0021,2.8203125,2.544921875,1.5224609375,2.201171875
TEST-000074-0022,2.869140625,2.607421875,1.576171875,2.232421875
TEST-000074-0023,2.76953125,2.607421875,1.44921875,2.197265625
TEST-000074-0024,2.740234375,2.681640625,1.5478515625,2.349609375
TEST-000074-0025,2.451171875,2.810546875,1.5390625,2.02734375
TEST-000074-0026,2.515625,2.705078125,1.6396484375,2.015625
TEST-000074-0027,2.537109375,2.759765625,1.578125,2.078125
TEST-000074-0028,2.79296875,2.7421875,1.6025390625,2.271484375
TEST-000074-0029,2.8203125,2.734375,1.451171875,2.234375
TEST-000075-0001,2.537109375,2.822265625,3.560546875,2.205078125
TEST-000076-0001,2.5859375,2.361328125,3.93359375,2.712890625
TEST-000077-0001,2.5078125,2.8125,3.259765625,2.408203125
TEST-000077-0002,2.841796875,2.875,3.115234375,2.642578125
TEST-000077-0003,2.919921875,2.67578125,3.181640625,2.525390625
TEST-000077-0004,2.77734375,2.6171875,2.994140625,2.537109375
TEST-000077-0005,2.8359375,2.74609375,2.859375,2.62890625
TEST-000077-0006,2.982421875,2.6875,3.083984375,2.763671875
TEST-000077-0007,3.03515625,2.708984375,2.638671875,2.5859375
TEST-000077-0008,3.037109375,2.501953125,3.017578125,2.5390625
TEST-000077-0009,2.9375,2.7109375,2.5859375,2.525390625
TEST-000077-0010,3.08203125,2.611328125,2.0234375,2.705078125
TEST-000077-0011,2.576171875,2.681640625,1.8076171875,2.251953125
TEST-000077-0012,2.849609375,2.73828125,1.673828125,2.380859375
TEST-000077-0013,2.771484375,2.716796875,2.0078125,2.3359375
TEST-000077-0014,2.9296875,2.775390625,1.736328125,2.47265625
TEST-000077-0015,2.751953125,2.728515625,1.9794921875,2.322265625
TEST-000077-0016,2.494140625,2.689453125,1.7626953125,2.13671875
TEST-000077-0017,2.46875,2.716796875,1.6435546875,2.025390625
TEST-000077-0018,2.85546875,2.701171875,1.443359375,2.34375
TEST-000077-0019,2.4921875,2.75390625,1.6533203125,2.05078125
TEST-000077-0020,2.42578125,2.720703125,1.560546875,1.8701171875
TEST-000077-0021,2.388671875,2.763671875,1.4951171875,1.845703125
TEST-000078-0001,2.857421875,2.654296875,4.17578125,2.890625
TEST-000079-0001,2.833984375,2.482421875,3.943359375,3.0234375
TEST-000080-0001,2.958984375,2.57421875,3.783203125,2.794921875
TEST-000081-0001,3.044921875,2.771484375,4.01171875,2.89453125
TEST-000082-0001,2.748046875,2.69921875,3.189453125,2.380859375
TEST-000082-0002,2.666015625,2.595703125,2.966796875,2.392578125
TEST-000082-0003,3.06640625,2.70703125,3.119140625,2.58984375
TEST-000083-0001,3.49609375,2.51171875,4.23828125,3.54296875
TEST-000084-0001,3.2578125,2.529296875,3.986328125,3.25
TEST-000084-0002,3.21875,2.693359375,3.8984375,3.302734375
TEST-000084-0003,3.39453125,2.7734375,3.9375,3.513671875
TEST-000084-0004,3.13671875,2.880859375,3.55859375,3.185546875
TEST-000084-0005,3.431640625,2.8359375,3.560546875,3.533203125
TEST-000084-0006,3.189453125,2.798828125,3.501953125,3.23046875
TEST-000084-0007,3.4609375,2.869140625,3.478515625,3.29296875
TEST-000084-0008,3.46875,2.779296875,3.466796875,3.251953125
TEST-000084-0009,3.625,2.865234375,3.572265625,3.591796875
TEST-000084-0010,3.3671875,2.798828125,3.3359375,3.28515625
TEST-000084-0011,3.47265625,2.87109375,3.408203125,3.38671875
TEST-000084-0012,3.25390625,2.671875,3.171875,2.958984375
TEST-000084-0013,3.330078125,2.84375,3.25,3.107421875
TEST-000084-0014,2.484375,2.66015625,2.453125,2.669921875
TEST-000084-0015,3.234375,2.859375,3.21484375,2.98046875
TEST-000084-0016,3.091796875,2.859375,3.048828125,2.833984375
TEST-000084-0017,3.2734375,2.767578125,3.375,3.1171875
TEST-000084-0018,3.244140625,2.716796875,3.171875,2.9921875
TEST-000084-0019,3.302734375,2.662109375,3.2578125,3.1015625
TEST-000084-0020,3.0859375,2.6640625,2.4765625,2.44921875
TEST-000084-0021,3.296875,2.701171875,3.0546875,2.943359375
TEST-000084-0022,2.9921875,2.666015625,2.4453125,2.462890625
TEST-000084-0023,3.083984375,2.744140625,2.5546875,2.666015625
TEST-000084-0024,3.240234375,2.716796875,2.982421875,2.82421875
TEST-000084-0025,2.9375,2.619140625,2.755859375,2.423828125
TEST-000084-0026,3.181640625,2.533203125,2.939453125,2.849609375
TEST-000084-0027,3.13671875,2.615234375,1.88671875,2.759765625
TEST-000084-0028,3.263671875,2.734375,3.044921875,2.95703125
TEST-000084-0029,3.0234375,2.63671875,1.701171875,2.470703125
TEST-000084-0030,2.88671875,2.744140625,1.6005859375,2.16015625
TEST-000085-0001,2.916015625,2.703125,3.8046875,2.865234375
TEST-000085-0002,3.044921875,2.7890625,3.904296875,3.1953125
TEST-000085-0003,3.10546875,2.681640625,3.845703125,2.9765625
TEST-000085-0004,3.15625,2.515625,3.93359375,3.12109375
TEST-000085-0005,3.353515625,2.60546875,3.884765625,3.150390625
TEST-000085-0006,3.275390625,2.7265625,3.830078125,3.412109375
TEST-000085-0007,3.4375,2.767578125,3.63671875,3.314453125
TEST-000085-0008,3.3359375,2.5546875,3.748046875,3.5078125
TEST-000085-0009,3.3984375,2.771484375,3.46875,3.2890625
TEST-000085-0010,3.169921875,2.798828125,3.45703125,3.20703125
TEST-000085-0011,3.048828125,2.791015625,3.2578125,2.87109375
TEST-000085-0012,3.1171875,2.8359375,3.330078125,3.0703125
TEST-000085-0013,3.20703125,2.791015625,3.150390625,2.947265625
TEST-000085-0014,3.27734375,2.603515625,3.4140625,3.19140625
TEST-000085-0015,3.126953125,2.845703125,3.248046875,3.056640625
TEST-000085-0016,3.2578125,2.57421875,3.328125,3.244140625
TEST-000085-0017,3.166015625,2.79296875,3.046875,2.984375
TEST-000085-0018,2.998046875,2.619140625,2.9921875,2.912109375
TEST-000085-0019,3.03125,2.76171875,2.869140625,2.68359375
TEST-000085-0020,3.130859375,2.55859375,3.087890625,2.78125
TEST-000085-0021,2.828125,2.802734375,2.236328125,2.583984375
TEST-000085-0022,3.19921875,2.705078125,3.13671875,2.970703125
TEST-000085-0023,3.220703125,2.830078125,2.96484375,2.94921875
TEST-000085-0024,2.939453125,2.771484375,2.365234375,2.7578125
TEST-000085-0025,3.16015625,2.806640625,2.720703125,2.69921875
TEST-000085-0026,3.142578125,2.66015625,3.095703125,3.087890625
TEST-000085-0027,2.998046875,2.810546875,2.587890625,2.560546875
TEST-000085-0028,3.140625,2.783203125,2.833984375,2.67578125
TEST-000085-0029,3.0234375,2.76953125,2.55859375,2.513671875
TEST-000085-0030,3.185546875,2.7109375,2.8828125,2.953125
TEST-000085-0031,2.81640625,2.76171875,2.083984375,2.544921875
TEST-000085-0032,2.8046875,2.771484375,2.076171875,2.44921875
TEST-000085-0033,2.740234375,2.681640625,2.1953125,2.544921875
TEST-000086-0001,2.86328125,2.791015625,4.44140625,3.16015625
TEST-000087-0001,3.166015625,2.708984375,4.0703125,3.13671875
TEST-000087-0002,2.732421875,2.787109375,3.5859375,2.681640625
TEST-000087-0003,3.19921875,2.791015625,3.232421875,2.849609375
TEST-000087-0004,3.056640625,2.685546875,3.697265625,3.080078125
TEST-000087-0005,3.09375,2.66015625,3.80078125,3.26171875
TEST-000087-0006,3.04296875,2.48828125,3.701171875,2.955078125
TEST-000087-0007,3.3046875,2.765625,3.076171875,2.810546875
TEST-000087-0008,3.091796875,2.556640625,3.4453125,3.26171875
TEST-000087-0009,3.2578125,2.775390625,3.001953125,2.974609375
TEST-000087-0010,3.181640625,2.642578125,3.5234375,3.251953125
TEST-000087-0011,3.388671875,2.65234375,3.115234375,3.09765625
TEST-000087-0012,3.544921875,2.76171875,3.404296875,3.361328125
TEST-000087-0013,3.48828125,2.78515625,3.2734375,3.1875
TEST-000087-0014,3.369140625,2.701171875,3.236328125,3.083984375
TEST-000087-0015,3.279296875,2.73828125,3.1953125,2.978515625
TEST-000087-0016,3.24609375,2.509765625,3.2109375,2.91015625
TEST-000087-0017,3.31640625,2.748046875,2.63671875,2.68359375
TEST-000087-0018,3.44140625,2.783203125,3.228515625,3.255859375
TEST-000087-0019,3.34765625,2.755859375,2.623046875,2.685546875
TEST-000087-0020,3.423828125,2.736328125,2.12109375,3.26171875
TEST-000087-0021,2.7734375,2.830078125,1.8837890625,2.39453125
TEST-000087-0022,3.44921875,2.79296875,3.26953125,3.115234375
TEST-000087-0023,3.3125,2.625,2.560546875,2.71484375
TEST-000087-0024,3.466796875,2.6171875,3.0859375,3.17578125
TEST-000087-0025,3.30859375,2.6875,2.8828125,2.828125
TEST-000087-0026,3.33203125,2.634765625,2.99609375,3.076171875
TEST-000087-0027,3.130859375,2.58203125,2.802734375,2.853515625
TEST-000087-0028,3.23046875,2.5234375,2.861328125,2.9921875
TEST-000087-0029,3.05859375,2.607421875,2.728515625,2.7421875
TEST-000088-0001,2.84375,2.60546875,3.72265625,2.904296875
TEST-000089-0001,2.609375,2.544921875,3.931640625,2.78515625
TEST-000090-0001,2.625,2.861328125,3.65625,2.689453125
TEST-000091-0001,3.5625,2.806640625,3.7578125,3.2265625
TEST-000091-0002,2.791015625,2.572265625,3.646484375,2.5625
TEST-000091-0003,3.326171875,2.58203125,3.23828125,2.736328125
TEST-000091-0004,2.8515625,2.5078125,3.46875,2.619140625
TEST-000091-0005,3.0859375,2.494140625,2.888671875,2.630859375
TEST-000091-0006,3.150390625,2.482421875,3.255859375,2.6875
TEST-000091-0007,3.390625,2.49609375,2.91015625,2.8125
TEST-000091-0008,3.318359375,2.5,2.93359375,2.833984375
TEST-000091-0009,3.25,2.478515625,2.650390625,2.623046875
TEST-000091-0010,3.158203125,2.611328125,3.302734375,2.677734375
TEST-000091-0011,3.21484375,2.578125,2.5625,2.685546875
TEST-000091-0012,3.212890625,2.5703125,2.673828125,2.712890625
TEST-000091-0013,3.359375,2.701171875,2.5859375,2.810546875
TEST-000091-0014,3.32421875,2.556640625,1.9541015625,2.91796875
TEST-000091-0015,3.224609375,2.623046875,2.537109375,2.84375
TEST-000091-0016,2.7421875,2.40234375,3.09375,2.45703125
TEST-000091-0017,3.103515625,2.44921875,2.5078125,2.513671875
TEST-000091-0018,3.0703125,2.494140625,1.994140625,2.73828125
TEST-000091-0019,3.236328125,2.623046875,2.48046875,2.78515625
TEST-000091-0020,3.15234375,2.576171875,2.58984375,2.642578125
TEST-000091-0021,3.1953125,2.521484375,1.7861328125,2.720703125
TEST-000091-0022,2.916015625,2.64453125,2.51953125,2.25
TEST-000091-0023,2.953125,2.638671875,1.685546875,2.537109375
TEST-000091-0024,3.056640625,2.64453125,2.673828125,2.29296875
TEST-000091-0025,3.17578125,2.6015625,2.291015625,2.455078125
TEST-000091-0026,3.12890625,2.658203125,2.927734375,2.5859375
TEST-000091-0027,3.193359375,2.634765625,1.7783203125,2.771484375
TEST-000091-0028,2.86328125,2.685546875,2.4140625,2.16796875
TEST-000091-0029,3.0,2.67578125,2.150390625,2.2890625
TEST-000091-0030,2.875,2.796875,2.400390625,2.36328125
TEST-000091-0031,3.193359375,2.708984375,1.5576171875,2.66015625
TEST-000091-0032,3.103515625,2.609375,2.90625,2.6171875
TEST-000091-0033,3.01953125,2.744140625,1.6259765625,2.513671875
TEST-000091-0034,3.109375,2.650390625,1.8291015625,2.63671875
TEST-000091-0035,2.876953125,2.677734375,1.4404296875,2.5546875
TEST-000091-0036,2.978515625,2.5859375,1.81640625,2.84375
TEST-000091-0037,3.28515625,2.6875,1.859375,2.779296875
TEST-000092-0001,2.185546875,2.8203125,2.982421875,1.6826171875
TEST-000092-0002,2.5703125,2.708984375,3.095703125,2.185546875
TEST-000092-0003,2.6640625,2.79296875,3.275390625,2.482421875
TEST-000093-0001,2.658203125,2.783203125,3.578125,2.203125
TEST-000094-0001,3.044921875,2.767578125,3.291015625,2.662109375
TEST-000094-0002,2.40625,2.796875,2.423828125,1.65234375
TEST-000094-0003,2.623046875,2.82421875,2.666015625,2.119140625
TEST-000095-0001,3.232421875,2.791015625,3.58203125,2.927734375
TEST-000096-0001,2.92578125,2.615234375,3.935546875,2.962890625
TEST-000097-0001,2.65234375,2.7890625,3.98828125,2.484375
TEST-000098-0001,3.24609375,2.759765625,4.34765625,3.30859375
TEST-000099-0001,2.828125,2.53125,3.837890625,2.9296875
TEST-000099-0002,3.09375,2.71484375,3.71875,2.931640625
TEST-000099-0003,3.146484375,2.78515625,3.654296875,3.16015625
TEST-000099-0004,3.349609375,2.6171875,3.73828125,3.365234375
TEST-000099-0005,3.16796875,2.755859375,3.125,3.052734375
TEST-000099-0006,3.451171875,2.51171875,3.611328125,3.236328125
TEST-000099-0007,3.341796875,2.734375,2.2421875,3.1015625
TEST-000099-0008,2.658203125,2.68359375,1.890625,2.267578125
TEST-000099-0009,3.07421875,2.701171875,2.84765625,2.65234375
TEST-000099-0010,3.16796875,2.7578125,1.837890625,2.74609375
TEST-000099-0011,1.84375,2.8046875,1.390625,1.1669921875
TEST-000099-0012,3.107421875,2.671875,2.7734375,2.38671875
TEST-000099-0013,3.0625,2.697265625,2.67578125,2.408203125
TEST-000099-0014,2.609375,2.880859375,1.794921875,2.248046875
TEST-000099-0015,3.1640625,2.681640625,2.7265625,2.48828125
TEST-000099-0016,3.15234375,2.724609375,2.7109375,2.359375
TEST-000099-0017,3.041015625,2.6640625,2.666015625,2.498046875
TEST-000099-0018,2.75,2.73828125,2.111328125,2.0234375
TEST-000099-0019,2.828125,2.724609375,1.57421875,2.22265625
TEST-000099-0020,3.08203125,2.720703125,1.443359375,2.310546875
TEST-000099-0021,2.748046875,2.76171875,1.8916015625,2.119140625
TEST-000099-0022,2.796875,2.669921875,1.86328125,2.2109375
TEST-000099-0023,2.798828125,2.716796875,1.921875,2.244140625
TEST-000099-0024,2.783203125,2.794921875,1.8828125,2.248046875
TEST-000099-0025,2.83984375,2.701171875,1.5634765625,2.34765625
TEST-000099-0026,2.83984375,2.76953125,2.27734375,2.4609375
TEST-000099-0027,3.03125,2.6875,1.4384765625,2.38671875
TEST-000099-0028,2.669921875,2.662109375,1.85546875,2.134765625
TEST-000099-0029,2.66796875,2.666015625,1.8623046875,2.1640625
TEST-000099-0030,2.6953125,2.7265625,1.8798828125,2.22265625
TEST-000099-0031,2.767578125,2.732421875,1.8642578125,2.19921875
TEST-000099-0032,2.689453125,2.650390625,1.755859375,1.9833984375
TEST-000099-0033,2.66015625,2.806640625,1.765625,1.984375
TEST-000099-0034,2.6484375,2.69921875,1.73828125,1.9296875
TEST-000099-0035,2.91015625,2.72265625,1.83984375,1.888671875
TEST-000099-0036,2.630859375,2.71484375,1.2080078125,1.7099609375
TEST-000100-0001,2.197265625,2.728515625,3.51953125,2.09765625
TEST-000100-0002,2.892578125,2.798828125,3.703125,2.857421875
TEST-000100-0003,2.708984375,2.8046875,3.208984375,2.6015625
TEST-000100-0004,2.990234375,2.5625,3.515625,2.9609375
TEST-000100-0005,3.087890625,2.447265625,3.1328125,2.84765625
TEST-000100-0006,2.931640625,2.48828125,3.203125,2.712890625
TEST-000100-0007,2.85546875,2.580078125,2.12890625,2.677734375
TEST-000100-0008,3.1875,2.775390625,3.158203125,3.091796875
TEST-000100-0009,3.09375,2.576171875,2.9296875,2.853515625
TEST-000100-0010,3.20703125,2.58203125,3.177734375,2.9453125
TEST-000100-0011,2.759765625,2.537109375,2.02734375,2.52734375
TEST-000100-0012,2.751953125,2.607421875,2.041015625,2.388671875
TEST-000100-0013,2.99609375,2.560546875,2.724609375,2.689453125
TEST-000100-0014,2.685546875,2.52734375,2.048828125,2.33203125
TEST-000100-0015,2.7109375,2.57421875,1.9755859375,2.423828125
TEST-000100-0016,2.798828125,2.599609375,2.037109375,2.54296875
TEST-000100-0017,2.748046875,2.56640625,1.9658203125,2.453125
TEST-000100-0018,3.072265625,2.62109375,1.845703125,2.74609375
TEST-000100-0019,2.76953125,2.82421875,1.9375,2.263671875
TEST-000100-0020,2.779296875,2.625,1.9892578125,2.47265625
TEST-000100-0021,2.724609375,2.62890625,1.9052734375,2.43359375
TEST-000100-0022,2.875,2.615234375,1.6328125,2.513671875
TEST-000100-0023,2.626953125,2.634765625,1.859375,2.330078125
TEST-000100-0024,2.666015625,2.67578125,1.908203125,2.265625
TEST-000100-0025,2.728515625,2.689453125,2.01171875,2.458984375
TEST-000100-0026,3.0390625,2.6328125,2.53125,2.50390625
TEST-000100-0027,2.76171875,2.798828125,2.01953125,2.41796875
TEST-000100-0028,3.01953125,2.759765625,2.845703125,2.607421875
TEST-000100-0029,2.796875,2.7734375,2.04296875,2.4453125
TEST-000100-0030,3.056640625,2.830078125,2.5625,2.552734375
TEST-000100-0031,2.70703125,2.72265625,1.966796875,2.267578125
TEST-000101-0001,3.03515625,2.494140625,4.22265625,3.080078125
TEST-000102-0001,2.71484375,2.693359375,3.7421875,2.8125
TEST-000102-0002,2.75,2.892578125,3.8203125,2.759765625
TEST-000102-0003,2.9453125,2.615234375,3.412109375,2.69140625
TEST-000102-0004,2.66015625,2.517578125,3.552734375,2.474609375
TEST-000102-0005,3.08984375,2.701171875,3.015625,2.744140625
TEST-000102-0006,2.216796875,2.83984375,2.298828125,1.974609375
TEST-000102-0007,2.388671875,2.8046875,2.482421875,2.146484375
TEST-000102-0008,2.962890625,2.4453125,3.5234375,2.740234375
TEST-000102-0009,3.078125,2.6640625,2.869140625,2.740234375
TEST-000102-0010,2.888671875,2.525390625,2.90625,2.43359375
TEST-000102-0011,2.857421875,2.5,2.611328125,2.23046875
TEST-000102-0012,2.857421875,2.4609375,2.93359375,2.3125
TEST-000102-0013,3.01171875,2.806640625,2.55859375,2.5078125
TEST-000102-0014,2.923828125,2.84765625,3.197265625,2.763671875
TEST-000102-0015,3.0703125,2.765625,2.65625,2.609375
TEST-000102-0016,2.697265625,2.4453125,2.724609375,2.322265625
TEST-000102-0017,2.5078125,2.57421875,1.7607421875,2.169921875
TEST-000102-0018,2.818359375,2.5078125,2.822265625,2.267578125
TEST-000102-0019,2.876953125,2.595703125,2.458984375,2.412109375
TEST-000102-0020,2.9609375,2.826171875,2.619140625,2.45703125
TEST-000102-0021,2.978515625,2.794921875,2.46875,2.33984375
TEST-000102-0022,3.158203125,2.568359375,3.2578125,2.763671875
TEST-000102-0023,3.02734375,2.81640625,2.3984375,2.52734375
TEST-000103-0001,2.78515625,2.71875,2.865234375,2.181640625
TEST-000103-0002,2.69140625,2.822265625,2.546875,2.078125
TEST-000103-0003,2.9140625,2.837890625,2.63671875,2.19921875
TEST-000104-0001,2.65234375,2.740234375,3.712890625,2.544921875
TEST-000105-0001,2.154296875,2.61328125,3.365234375,2.13671875
TEST-000105-0002,3.001953125,2.771484375,3.55859375,2.626953125
TEST-000105-0003,2.869140625,2.705078125,3.70703125,2.71875
TEST-000105-0004,3.197265625,2.65234375,3.7109375,3.2890625
TEST-000105-0005,2.423828125,2.544921875,2.732421875,2.00390625
TEST-000105-0006,3.12109375,2.763671875,3.455078125,2.974609375
TEST-000105-0007,3.123046875,2.84765625,3.4765625,3.02734375
TEST-000105-0008,3.314453125,2.8359375,3.548828125,3.22265625
TEST-000105-0009,2.953125,2.8203125,3.548828125,3.04296875
TEST-000105-0010,3.181640625,2.787109375,3.287109375,2.853515625
TEST-000105-0011,3.00390625,2.873046875,3.30078125,2.84375
TEST-000105-0012,2.927734375,2.79296875,1.958984375,2.599609375
TEST-000105-0013,2.708984375,2.8359375,3.015625,2.3984375
TEST-000105-0014,2.533203125,2.5546875,2.919921875,2.34765625
TEST-000105-0015,2.77734375,2.80078125,3.126953125,2.6171875
TEST-000105-0016,2.958984375,2.76171875,2.958984375,2.5234375
TEST-000105-0017,2.625,2.572265625,2.90625,2.34765625
TEST-000105-0018,2.66015625,2.591796875,2.814453125,2.3515625
TEST-000105-0019,2.8671875,2.841796875,3.001953125,2.55078125
TEST-000105-0020,2.5703125,2.759765625,2.66796875,2.10546875
TEST-000105-0021,2.798828125,2.716796875,2.818359375,2.458984375
TEST-000105-0022,2.70703125,2.775390625,2.623046875,2.2421875
TEST-000105-0023,2.904296875,2.7890625,3.12109375,2.59375
TEST-000105-0024,2.90625,2.8046875,2.61328125,2.359375
TEST-000105-0025,2.859375,2.74609375,2.998046875,2.599609375
TEST-000105-0026,3.08203125,2.822265625,2.95703125,2.662109375
TEST-000105-0027,2.9140625,2.74609375,2.814453125,2.564453125
TEST-000105-0028,2.841796875,2.66796875,2.609375,2.25
TEST-000105-0029,2.89453125,2.68359375,2.767578125,2.611328125
TEST-000105-0030,2.9453125,2.763671875,2.755859375,2.5625
TEST-000105-0031,2.79296875,2.736328125,2.650390625,2.390625
TEST-000105-0032,2.83203125,2.828125,2.83984375,2.447265625
TEST-000105-0033,2.970703125,2.5625,2.748046875,2.693359375
TEST-000105-0034,2.912109375,2.8203125,2.826171875,2.60546875
TEST-000105-0035,2.52734375,2.572265625,2.427734375,2.037109375
TEST-000105-0036,2.818359375,2.701171875,2.677734375,2.525390625
TEST-000105-0037,2.5390625,2.794921875,2.88671875,2.482421875
TEST-000105-0038,2.58984375,2.66015625,2.51953125,2.173828125
TEST-000105-0039,2.712890625,2.79296875,2.716796875,2.455078125
TEST-000105-0040,2.65625,2.85546875,2.546875,2.224609375
TEST-000106-0001,2.634765625,2.4765625,2.9140625,2.08203125
TEST-000106-0002,2.994140625,2.685546875,2.109375,2.59765625
TEST-000106-0003,2.736328125,2.689453125,2.91015625,2.015625
TEST-000107-0001,3.34375,2.73828125,4.08203125,3.421875
TEST-000107-0002,2.857421875,2.529296875,3.640625,2.970703125
TEST-000107-0003,3.169921875,2.642578125,4.0625,3.564453125
TEST-000107-0004,2.828125,2.78125,3.478515625,2.716796875
TEST-000107-0005,2.890625,2.859375,3.388671875,2.697265625
TEST-000107-0006,2.919921875,2.513671875,3.279296875,2.734375
TEST-000107-0007,3.333984375,2.564453125,3.380859375,3.021484375
TEST-000107-0008,2.984375,2.59765625,3.390625,3.05078125
TEST-000107-0009,3.28125,2.572265625,3.279296875,2.95703125
TEST-000107-0010,3.29296875,2.623046875,3.451171875,3.306640625
TEST-000107-0011,3.46875,2.576171875,3.345703125,3.087890625
TEST-000107-0012,3.259765625,2.59765625,3.30859375,3.208984375
TEST-000107-0013,3.1875,2.515625,3.181640625,2.8984375
TEST-000107-0014,2.490234375,2.58203125,1.9365234375,2.357421875
TEST-000107-0015,3.1953125,2.814453125,3.314453125,3.171875
TEST-000107-0016,2.85546875,2.44921875,3.244140625,2.69921875
TEST-000107-0017,3.1875,2.5859375,3.28515625,3.12890625
TEST-000107-0018,2.623046875,2.685546875,1.798828125,2.435546875
TEST-000107-0019,2.876953125,2.626953125,2.919921875,2.6875
TEST-000107-0020,2.423828125,2.822265625,1.822265625,2.224609375
TEST-000107-0021,2.76953125,2.5546875,2.05078125,2.45703125
TEST-000107-0022,2.7734375,2.72265625,2.140625,2.54296875
TEST-000107-0023,2.796875,2.599609375,2.08203125,2.46875
TEST-000107-0024,2.546875,2.662109375,1.873046875,2.384765625
TEST-000107-0025,2.826171875,2.56640625,2.078125,2.5234375
TEST-000107-0026,2.56640625,2.650390625,1.85546875,2.404296875
TEST-000107-0027,2.814453125,2.5625,2.068359375,2.5078125
TEST-000107-0028,3.134765625,2.5625,2.8984375,2.708984375
TEST-000107-0029,3.05078125,2.5546875,2.791015625,2.58203125
TEST-000107-0030,3.056640625,2.556640625,2.880859375,2.83984375
TEST-000107-0031,3.03125,2.626953125,2.734375,2.775390625
TEST-000107-0032,2.794921875,2.640625,1.791015625,2.56640625
TEST-000107-0033,2.703125,2.541015625,2.060546875,2.36328125
TEST-000107-0034,3.0703125,2.6015625,1.7177734375,2.71875
TEST-000107-0035,2.966796875,2.701171875,1.630859375,2.498046875
TEST-000108-0001,3.275390625,2.84375,4.41015625,3.44921875
TEST-000108-0002,2.765625,2.546875,3.91796875,2.947265625
TEST-000108-0003,3.24609375,2.796875,3.994140625,3.123046875
TEST-000108-0004,2.962890625,2.724609375,3.677734375,3.107421875
TEST-000108-0005,2.609375,2.576171875,2.833984375,2.21484375
TEST-000108-0006,2.986328125,2.6796875,2.966796875,2.6796875
TEST-000108-0007,3.091796875,2.685546875,2.12109375,2.951171875
TEST-000108-0008,3.21484375,2.578125,3.28515625,2.884765625
TEST-000108-0009,3.1171875,2.71484375,2.19921875,3.13671875
TEST-000108-0010,3.166015625,2.818359375,2.95703125,2.693359375
TEST-000108-0011,3.111328125,2.59375,3.1015625,2.783203125
TEST-000108-0012,3.25,2.751953125,2.81640625,2.80859375
TEST-000108-0013,3.169921875,2.826171875,2.638671875,2.669921875
TEST-000108-0014,2.98828125,2.86328125,1.7841796875,2.6328125
TEST-000108-0015,2.724609375,2.666015625,2.138671875,2.541015625
TEST-000108-0016,2.76171875,2.724609375,2.041015625,2.326171875
TEST-000108-0017,2.80078125,2.71875,2.09375,2.51171875
TEST-000108-0018,2.755859375,2.66796875,2.775390625,2.53515625
TEST-000108-0019,2.9453125,2.82421875,1.8798828125,2.64453125
TEST-000108-0020,2.962890625,2.673828125,2.765625,2.57421875
TEST-000108-0021,2.96484375,2.78515625,1.78515625,2.552734375
TEST-000108-0022,2.9765625,2.66796875,1.6123046875,2.544921875
TEST-000108-0023,3.09765625,2.65234375,1.8095703125,2.724609375
TEST-000108-0024,2.97265625,2.802734375,2.4140625,2.365234375
TEST-000108-0025,2.98828125,2.8203125,1.6015625,2.537109375
TEST-000108-0026,2.943359375,2.802734375,1.59765625,2.466796875
TEST-000108-0027,2.814453125,2.734375,1.6669921875,2.337890625
TEST-000109-0001,2.974609375,2.5625,4.08984375,2.83984375
TEST-000109-0002,2.75,2.49609375,3.705078125,2.84765625
TEST-000109-0003,3.140625,2.59375,3.232421875,2.67578125
TEST-000109-0004,2.255859375,2.474609375,1.828125,2.16796875
TEST-000109-0005,3.0703125,2.587890625,3.203125,2.607421875
TEST-000109-0006,3.123046875,2.611328125,3.357421875,2.755859375
TEST-000109-0007,3.2578125,2.603515625,3.095703125,2.732421875
TEST-000109-0008,2.98046875,2.529296875,3.056640625,2.59375
TEST-000109-0009,2.962890625,2.537109375,2.890625,2.453125
TEST-000109-0010,2.87890625,2.53515625,3.443359375,2.69921875
TEST-000109-0011,2.703125,2.65625,2.076171875,2.337890625
